time,date,Machine,SampleID,Remove,A,Ci,VPDleaf,Tair,Tleaf,TBlk,CO2r,CO2s,H2Or,H2Os,RHs,flow,Qin,Patm
7:08:02,20200211,Mariano,BNL17511,YES,7.64,253,1.38,29.97,31.07,29.61,409.8,400,30.24,31.71,74.1,499.1,1800,99.39
16:30:27,20200211,Andy,BNL17512,NO,-1.62,687,1.6,32.74,31.05,33.36,397.8,400.1,29.21,29.42,58.7,400.2,1,99.34
16:28:26,20200211,Andy,BNL17512,NO,-1.32,624,1.59,32.72,31.02,33.36,398.1,400,29.27,29.48,58.9,400.2,10,99.35
16:26:25,20200211,Andy,BNL17512,NO,-0.92,534,1.57,32.7,30.99,33.36,398.8,400,29.33,29.57,59.15,400.2,21,99.35
16:24:24,20200211,Andy,BNL17512,NO,-0.7,485,1.54,32.66,30.92,33.36,399.2,400.1,29.42,29.69,59.5,400.2,30,99.35
16:22:23,20200211,Andy,BNL17512,NO,-0.23,418,1.51,32.32,30.83,32.94,399.8,400,29.52,29.81,60.91,400.2,50,99.35
16:20:22,20200211,Andy,BNL17512,NO,0.33,356,1.51,32.33,30.91,32.89,400.7,400,29.61,29.96,61.2,400.2,79,99.35
16:18:21,20200211,Andy,BNL17512,NO,0.78,322,1.5,32.31,30.92,32.89,401.5,400.2,29.69,30.1,61.55,400.2,119,99.35
16:16:20,20200211,Andy,BNL17512,NO,1.36,284,1.49,32.17,30.92,32.73,402.3,400.1,29.78,30.24,62.35,400.2,201,99.36
16:14:19,20200211,Andy,BNL17512,NO,1.75,268,1.47,31.96,30.93,32.5,402.9,400.1,29.89,30.39,63.39,400.2,300,99.36
16:12:18,20200211,Andy,BNL17512,NO,2.14,256,1.45,31.68,30.89,32.19,403.6,400.2,29.99,30.54,64.72,400.2,401,99.36
16:10:17,20200211,Andy,BNL17512,NO,2.38,246,1.44,31.13,30.89,31.52,403.9,400.1,30.08,30.65,67.01,400.2,600,99.37
16:08:16,20200211,Andy,BNL17512,NO,2.58,237,1.45,30.6,30.95,30.82,404.3,400.2,30.12,30.71,69.22,400.2,801,99.36
16:06:15,20200211,Andy,BNL17512,NO,2.73,245,1.45,30.38,31,30.63,404.5,400.1,30.13,30.79,70.25,400.2,999,99.37
16:04:14,20200211,Andy,BNL17512,NO,2.8,246,1.42,29.86,30.89,30.05,404.6,400.1,30.15,30.82,72.47,400.2,1200,99.37
16:02:13,20200211,Andy,BNL17512,NO,2.93,244,1.39,29.12,30.79,29.3,404.7,400.1,30.2,30.87,75.78,400.2,1400,99.37
16:00:12,20200211,Andy,BNL17512,YES,3.16,212,1.43,28.28,30.91,28.01,404.9,399.9,30.2,30.81,79.35,400.2,1700,99.37
15:32:32,20200211,Andy,BNL17512,YES,4.74,216,1.49,28.63,31,28.45,406.2,400.2,29.66,30.43,76.85,500.1,1800,99.38
15:58:11,20200211,Andy,BNL17512,YES,3.3,191,1.44,27.91,30.94,27.47,405.3,400.1,30.12,30.7,80.81,400.2,1800,99.37
16:33:23,20200211,Andy,BNL17512,YES,0.49,429,1.72,26.88,31.29,25.22,400.5,400,29.38,28.88,80.69,400.2,1800,99.34
15:54:09,20200211,Andy,BNL17512,YES,3.44,176,1.55,28.27,31.23,27.65,405.5,400,29.83,30.42,78.38,400.2,1801,99.37
15:56:10,20200211,Andy,BNL17512,YES,3.45,177,1.47,27.94,30.99,27.47,405.4,400,29.99,30.56,80.28,400.2,1801,99.37
16:27:27,20200211,Derek,BNL17513,NO,-2.41,444,1.36,33.08,30.99,33.81,397.7,400.1,30.53,31.73,62.1,499.7,1,99.35
16:25:26,20200211,Derek,BNL17513,NO,-2.09,436,1.33,33.07,30.93,33.81,397.9,399.9,30.63,31.82,62.34,499.7,9,99.35
16:23:25,20200211,Derek,BNL17513,NO,-1.65,426,1.32,33.06,30.94,33.81,398.5,400,30.71,31.93,62.58,499.7,21,99.35
16:21:24,20200211,Derek,BNL17513,NO,-1.39,419,1.3,33.04,30.9,33.81,398.7,399.8,30.81,32.06,62.91,499.7,29,99.35
16:19:23,20200211,Derek,BNL17513,NO,-0.8,407,1.28,32.9,30.86,33.65,399.6,400,30.93,32.2,63.71,499.7,50,99.36
16:17:22,20200211,Derek,BNL17513,NO,-0.22,396,1.26,32.71,30.87,33.34,400.5,400.2,31.03,32.36,64.68,499.8,79,99.36
16:15:21,20200211,Derek,BNL17513,NO,0.45,384,1.25,32.59,30.89,33.19,401.2,400.1,31.09,32.48,65.37,499.7,119,99.36
16:13:20,20200211,Derek,BNL17513,NO,1.37,368,1.26,32.4,30.94,32.91,402.2,400,31.11,32.53,66.17,499.7,200,99.36
16:11:14,20200211,Derek,BNL17513,NO,1.89,361,1.27,32.32,31.01,32.87,403,400.1,31.1,32.59,66.59,499.8,300,99.37
16:09:13,20200211,Derek,BNL17513,NO,2.15,358,1.25,32.09,30.91,32.75,403.3,400,31.06,32.59,67.46,499.7,400,99.37
16:07:12,20200211,Derek,BNL17513,NO,2.78,348,1.23,31.22,30.82,31.65,404,400,31.05,32.56,70.82,499.7,601,99.37
16:05:11,20200211,Derek,BNL17513,NO,3.23,342,1.25,30.7,30.92,30.81,404.5,400,31,32.57,72.97,499.8,800,99.37
16:03:10,20200211,Derek,BNL17513,NO,3.62,337,1.27,30.25,30.94,30.26,405.1,400.1,30.91,32.51,74.74,499.8,1000,99.37
16:01:09,20200211,Derek,BNL17513,NO,3.88,331,1.27,29.65,30.88,29.57,405.4,400.1,30.78,32.34,76.95,499.7,1200,99.37
15:59:08,20200211,Derek,BNL17513,YES,4.29,320,1.28,28.94,30.86,28.58,405.9,400.2,30.63,32.11,79.6,499.7,1400,99.37
15:56:58,20200211,Derek,BNL17513,YES,5.21,291,1.36,28.27,31.06,27.53,406.8,400,30.48,31.84,82.05,499.8,1700,99.37
15:08:17,20200211,Derek,BNL17513,YES,6.63,276,1.36,28.25,31.12,27.55,411,402.4,30.52,32,82.56,499.7,1799,99.36
15:50:43,20200211,Derek,BNL17513,YES,4.71,301,1.4,28.44,31.2,27.46,406,399.7,30.37,31.78,81.13,499.7,1799,99.37
15:52:44,20200211,Derek,BNL17513,YES,5.37,284,1.37,28.14,31.04,27.33,406.8,399.8,30.35,31.68,82.29,499.7,1800,99.37
15:54:45,20200211,Derek,BNL17513,YES,5.35,284,1.37,28.12,31.05,27.33,406.9,400,30.38,31.7,82.44,499.7,1800,99.37
16:30:48,20200211,Derek,BNL17513,YES,3.49,-255,1.61,27.7,31.55,25.62,403.8,399.5,30.43,30.6,81.49,499.8,1800,99.35
10:58:57,20200211,Lindsey,BNL17514,NO,-0.26,415.6,1.01,31.42,30.99,31.37,399.8,400,34.93,35.11,75.81,600.02,0,99.55
10:57:57,20200211,Lindsey,BNL17514,NO,0.08,386.91,1.01,31.4,30.98,31.32,400.2,400,34.85,35.06,75.77,600.02,10,99.55
10:56:56,20200211,Lindsey,BNL17514,NO,0.28,372.74,1.01,31.43,31.01,31.26,400.4,400,34.89,35.11,75.75,600.02,20,99.55
10:55:56,20200211,Lindsey,BNL17514,NO,0.51,358.73,1.01,31.44,31,31.21,400.6,400,34.89,35.13,75.76,600.02,30,99.55
10:54:55,20200211,Lindsey,BNL17514,NO,1.02,327.87,1.01,31.47,31.01,31.15,401.1,400,34.87,35.12,75.6,600.02,50,99.55
10:53:55,20200211,Lindsey,BNL17514,NO,1.46,310.94,1.01,31.48,31.02,31.09,401.6,400,34.81,35.1,75.51,600.02,80,99.54
10:52:54,20200211,Lindsey,BNL17514,NO,2.02,295.7,1.01,31.46,30.99,31.02,402.1,400,34.75,35.08,75.57,600.02,125,99.55
10:51:54,20200211,Lindsey,BNL17514,NO,2.54,269.25,1,31.45,30.98,30.95,402.7,400,34.83,35.16,75.79,600.02,200,99.55
10:50:53,20200211,Lindsey,BNL17514,NO,2.73,226.41,1.01,31.48,31.02,30.89,402.8,400,34.87,35.14,75.61,600.01,300,99.55
10:49:53,20200211,Lindsey,BNL17514,NO,2.85,303.4,1.01,31.37,30.94,30.85,403,400,34.42,34.93,75.65,600.02,400,99.56
10:48:52,20200211,Lindsey,BNL17514,NO,2.94,246.74,1,31.37,31.02,30.82,403.1,400,34.9,35.22,76.26,600.02,600,99.56
10:47:52,20200211,Lindsey,BNL17514,NO,2.88,321.63,1.01,31.25,30.97,30.8,403.1,399.9,34.38,35.03,76.35,600.02,800,99.56
10:46:51,20200211,Lindsey,BNL17514,NO,2.94,292.09,1.04,31.25,31.04,30.8,403.1,400,34.43,34.92,76.1,600.02,1000,99.56
10:45:51,20200211,Lindsey,BNL17514,NO,3.03,259.99,0.98,31.07,30.94,30.81,403.2,400,34.86,35.21,77.57,600.01,1200,99.56
10:44:50,20200211,Lindsey,BNL17514,NO,2.97,313.99,1.02,30.96,30.96,30.83,403.2,400,34.24,34.85,77.26,600.02,1400,99.56
10:43:50,20200211,Lindsey,BNL17514,NO,2.97,306.05,1,30.79,30.96,30.85,403.2,400,34.53,35.08,78.49,600.02,1700,99.56
10:59:58,20200211,Lindsey,BNL17514,YES,1.42,347.72,1.14,31.11,31.54,31.43,401.4,399.8,34.59,35.17,77.26,600.02,1800,99.55
10:41:49,20200211,Lindsey,BNL17514,YES,3.05,265.97,0.99,30.75,31,30.87,403.2,400,34.86,35.24,79.04,600.02,1800,99.57
10:42:49,20200211,Lindsey,BNL17514,NO,3.09,259.94,0.99,30.76,30.99,30.86,403.2,400,34.86,35.23,79,600.01,1800,99.56
11:02:41,20200211,Mariano,BNL17517,NO,-0.78,405,1.33,31.96,31.11,32.12,400,400.3,30.94,32.39,67.39,499.9,0,99.11
11:00:40,20200211,Mariano,BNL17517,NO,-0.41,398,1.35,32.06,31.15,32.28,400.1,399.9,30.76,32.31,66.84,499.9,10,99.12
10:58:38,20200211,Mariano,BNL17517,NO,-0.1,393,1.36,32.15,31.15,32.45,400.7,400.1,30.58,32.22,66.32,499.9,21,99.12
10:56:37,20200211,Mariano,BNL17517,NO,0.2,388,1.36,32.32,31.16,32.71,400.9,399.9,30.45,32.23,65.69,499.9,29,99.13
10:54:36,20200211,Mariano,BNL17517,NO,0.51,384,1.34,32.29,31.06,32.74,401.4,400.1,30.3,32.16,65.67,499.9,50,99.13
10:52:35,20200211,Mariano,BNL17517,NO,1.3,374,1.32,32.22,30.93,32.75,402.3,400,30.15,32.04,65.71,499.9,80,99.14
10:50:28,20200211,Mariano,BNL17517,NO,2.14,364,1.3,32.19,30.9,32.74,403.3,400,30.1,32.08,65.89,499.9,120,99.14
10:48:27,20200211,Mariano,BNL17517,NO,3.73,347,1.3,32.08,30.89,32.59,405.2,399.8,30.07,32.15,66.45,499.9,200,99.15
10:46:21,20200211,Mariano,BNL17517,NO,4.67,338,1.29,31.97,30.9,32.43,406.5,399.9,30.06,32.23,67.04,499.9,301,99.15
10:44:20,20200211,Mariano,BNL17517,NO,5.48,331,1.29,31.94,30.92,32.44,407.2,399.7,30.05,32.32,67.32,499.9,401,99.15
10:42:19,20200211,Mariano,BNL17517,NO,6.04,329,1.29,31.74,30.97,32.16,408.5,400.3,30.05,32.43,68.35,499.9,599,99.16
10:40:18,20200211,Mariano,BNL17517,NO,6.32,329,1.28,31.54,30.95,31.96,408.5,399.9,30.03,32.49,69.25,499.9,800,99.16
10:38:16,20200211,Mariano,BNL17517,NO,6.69,327,1.26,31.15,30.91,31.42,409.2,400.2,30.04,32.54,70.92,499.9,999,99.16
10:36:14,20200211,Mariano,BNL17517,NO,6.48,332,1.26,31.09,30.95,31.42,408.7,399.9,30.1,32.7,71.49,499.8,1201,99.16
10:34:12,20200211,Mariano,BNL17517,NO,6.71,333,1.23,30.74,30.88,31.04,409.2,400,30.17,32.83,73.24,499.9,1400,99.16
10:32:11,20200211,Mariano,BNL17517,YES,6.97,331,1.22,29.99,30.87,29.86,409.5,400,30.22,32.89,76.6,499.8,1700,99.16
10:25:52,20200211,Mariano,BNL17517,YES,7.12,329,1.26,30.11,31.15,29.81,409.7,400,30.4,33.14,76.64,499.9,1799,99.17
9:34:53,20200211,Mariano,BNL17517,YES,3.22,89.7,1.19,27.56,29.95,26.53,402.6,398.6,30.53,30.78,82.45,499.9,1800,99.22
10:27:53,20200211,Mariano,BNL17517,YES,7.14,331,1.25,30.05,31.07,29.86,409.9,400.2,30.35,33.11,76.86,499.8,1800,99.17
10:30:01,20200211,Mariano,BNL17517,YES,7.1,331,1.23,30.01,30.99,29.86,409.4,399.7,30.29,33.04,76.84,499.8,1800,99.17
11:05:13,20200211,Mariano,BNL17517,YES,5.8,264,1.39,28.63,31.25,27,407.2,399.8,30.89,32.13,80.85,499.9,1800,99.11
20:50:18,20200211,Bernie,BNL17518,NO,-2.56,482,1.35,31.5,30.94,31.63,399.9,402.6,31,31.76,67.8,499.8,0,99.06
20:48:11,20200211,Bernie,BNL17518,NO,-1.79,451,1.35,31.47,30.97,31.63,399.7,401.6,31,31.79,67.99,499.8,10,99.07
20:46:00,20200211,Bernie,BNL17518,NO,-1.18,427,1.35,31.46,30.96,31.63,399.9,401,30.98,31.86,68.13,499.8,19,99.06
20:43:56,20200211,Bernie,BNL17518,NO,-0.82,413,1.34,31.46,30.95,31.63,399.9,400.5,30.94,31.92,68.26,499.8,30,99.06
20:41:40,20200211,Bernie,BNL17518,NO,0.1,388,1.32,31.34,30.86,31.47,399.9,399.3,30.83,31.87,68.65,499.8,50,99.06
20:39:22,20200211,Bernie,BNL17518,NO,1.03,367,1.31,31.34,30.87,31.47,400.2,398.5,30.8,31.96,68.83,499.8,81,99.07
20:37:11,20200211,Bernie,BNL17518,NO,2.11,346,1.31,31.28,30.9,31.32,399.9,396.9,30.81,32.07,69.31,499.8,121,99.07
20:35:10,20200211,Bernie,BNL17518,NO,3.53,322,1.31,31.29,30.93,31.32,399.9,395.1,30.72,32.11,69.35,499.8,201,99.06
20:33:09,20200211,Bernie,BNL17518,NO,4.75,303,1.31,31.25,30.9,31.32,399.9,393.6,30.56,32.02,69.33,499.8,301,99.07
20:31:04,20200211,Bernie,BNL17518,NO,5.53,296,1.3,31.13,30.86,31.16,400.1,392.9,30.47,32.03,69.79,499.8,401,99.07
20:29:03,20200211,Bernie,BNL17518,NO,6.18,293,1.32,31.14,30.96,31.16,400,391.9,30.42,32.15,70.02,499.8,599,99.07
20:26:59,20200211,Bernie,BNL17518,NO,6.4,297,1.31,31.12,30.99,31.16,399.9,391.5,30.39,32.25,70.33,499.8,800,99.08
20:24:58,20200211,Bernie,BNL17518,NO,6.46,302,1.3,30.98,30.96,30.97,400,391.4,30.37,32.35,71.14,499.8,1001,99.08
20:22:57,20200211,Bernie,BNL17518,NO,6.71,306,1.27,30.84,30.94,30.77,400.3,391.4,30.4,32.52,72.06,499.8,1200,99.08
20:20:54,20200211,Bernie,BNL17518,NO,6.69,311,1.24,30.66,30.89,30.54,400,391.1,30.48,32.71,73.26,499.8,1400,99.08
20:18:36,20200211,Bernie,BNL17518,NO,6.7,318,1.23,30.5,30.96,30.23,400.1,391,30.62,33.03,74.66,499.7,1700,99.08
18:52:25,20200211,Bernie,BNL17518,YES,2.51,259,1.46,30.47,31.13,30.19,400.1,396.8,30.54,31.09,70.47,499.8,1799,99.21
20:52:19,20200211,Bernie,BNL17518,YES,2.75,315,1.32,29.76,30.96,28.86,400.2,396.5,31.12,32.09,75.65,499.8,1799,99.06
20:12:26,20200211,Bernie,BNL17518,YES,6.92,321,1.14,30.23,30.76,30.07,400.2,390.9,30.98,33.39,76.66,499.7,1800,99.09
20:16:35,20200211,Bernie,BNL17518,NO,6.71,320,1.21,30.48,30.95,30.23,400,390.9,30.71,33.18,75.05,499.7,1800,99.08
20:14:30,20200211,Bernie,BNL17518,YES,6.76,320,1.19,30.45,30.89,30.23,399.9,390.8,30.84,33.28,75.43,499.8,1801,99.09
20:39:52,20200211,Andy,BNL17519,YES,-1.33,774,1.49,31.87,31.02,32.15,398,400.2,30.42,30.56,63.85,350.7,1,99.04
20:37:51,20200211,Andy,BNL17519,YES,-0.84,658,1.51,31.73,31.07,31.95,398.5,399.9,30.37,30.5,64.22,350.6,11,99.04
20:35:50,20200211,Andy,BNL17519,YES,-0.52,534,1.53,31.77,31.14,31.95,399.3,400.1,30.3,30.45,63.98,350.6,19,99.05
20:33:49,20200211,Andy,BNL17519,YES,-0.17,423,1.53,31.96,31.11,32.26,400,400.2,30.18,30.4,63.21,350.6,31,99.04
20:31:48,20200211,Andy,BNL17519,YES,0.21,357,1.52,31.93,31.05,32.26,400.5,400,30.11,30.37,63.24,350.6,50,99.05
20:29:47,20200211,Andy,BNL17519,YES,0.61,302,1.5,31.9,30.99,32.26,401.3,400.2,30.08,30.36,63.34,350.6,80,99.05
20:27:46,20200211,Andy,BNL17519,YES,0.98,275,1.49,31.88,30.99,32.27,401.8,400,30.11,30.46,63.61,350.6,120,99.05
20:25:45,20200211,Andy,BNL17519,YES,1.4,238,1.47,31.7,30.95,32.07,402.4,399.9,30.15,30.52,64.38,350.6,200,99.05
20:23:44,20200211,Andy,BNL17519,YES,1.7,229,1.47,31.67,30.98,32.07,403.2,400.1,30.22,30.64,64.77,350.6,301,99.06
20:21:43,20200211,Andy,BNL17519,YES,1.87,235,1.44,31.46,30.93,31.87,403.6,400.2,30.31,30.79,65.85,350.6,400,99.06
20:19:42,20200211,Andy,BNL17519,YES,2.07,228,1.42,31,30.91,31.33,403.9,400.2,30.43,30.93,67.93,350.6,600,99.06
20:17:41,20200211,Andy,BNL17519,YES,2.27,215,1.42,30.52,30.94,30.71,404,399.9,30.57,31.07,70.13,350.6,799,99.06
20:15:40,20200211,Andy,BNL17519,YES,2.3,228,1.4,30.28,30.95,30.47,404.1,399.9,30.68,31.23,71.44,350.6,1001,99.06
20:13:39,20200211,Andy,BNL17519,YES,2.32,237,1.38,29.87,30.89,30.05,404.1,399.9,30.81,31.38,73.49,350.6,1199,99.07
20:11:38,20200211,Andy,BNL17519,YES,2.44,236,1.34,29.22,30.8,29.32,404.5,400.1,30.94,31.52,76.68,350.6,1400,99.07
20:09:37,20200211,Andy,BNL17519,YES,2.59,228,1.34,28.4,30.86,28.31,404.8,400.1,31.06,31.65,80.75,350.6,1700,99.07
19:40:11,20200211,Andy,BNL17519,YES,2.97,128,1.52,28,31.05,27.47,404.1,399.5,29.89,30.31,79.17,400.2,1800,99.12
20:05:34,20200211,Andy,BNL17519,YES,2.73,120,1.39,27.76,30.98,27.15,404.9,400.1,31.12,31.5,83.41,350.6,1800,99.08
20:42:44,20200211,Andy,BNL17519,YES,0.35,413,1.61,26.8,31.27,25.14,400.5,400.1,30.65,29.99,83.93,350.6,1800,99.04
20:03:33,20200211,Andy,BNL17519,YES,2.71,68.5,1.46,28.14,31.26,27.32,404.7,399.9,31.1,31.44,81.41,350.6,1801,99.08
20:07:36,20200211,Andy,BNL17519,YES,2.6,146,1.36,27.72,30.89,27.16,404.6,400,31.15,31.55,83.73,350.6,1801,99.08
20:44:14,20200211,Derek,BNL17520,YES,-1.4,479,1.49,31.83,31.01,31.97,398.3,400.1,29.94,30.5,63.88,399.1,1,99.04
20:42:02,20200211,Derek,BNL17520,YES,-1.04,457,1.51,31.84,31.05,31.97,398.6,400,29.87,30.44,63.7,399.1,9,99.04
20:40:01,20200211,Derek,BNL17520,YES,-0.68,432,1.54,31.89,31.14,31.97,399,399.8,29.79,30.39,63.4,399.1,19,99.04
20:38:00,20200211,Derek,BNL17520,YES,-0.55,422,1.53,32.03,31.11,32.29,399.5,400.1,29.71,30.35,62.83,399.1,30,99.04
20:35:59,20200211,Derek,BNL17520,YES,-0.26,404,1.52,31.99,31.05,32.29,399.8,399.9,29.69,30.35,62.97,399.1,50,99.04
20:33:58,20200211,Derek,BNL17520,YES,-0.02,391,1.51,31.96,31.01,32.29,400.2,399.9,29.69,30.36,63.13,399.1,80,99.04
20:31:47,20200211,Derek,BNL17520,YES,0.12,384,1.49,31.92,30.99,32.29,400.6,400.1,29.75,30.47,63.47,399.1,119,99.04
20:29:46,20200211,Derek,BNL17520,YES,0.34,374,1.47,31.76,30.96,32.09,401,400.2,29.82,30.57,64.26,399.1,200,99.05
20:27:41,20200211,Derek,BNL17520,YES,0.46,370,1.46,31.71,30.99,32.09,401,400,29.93,30.73,64.8,399.1,299,99.05
20:25:39,20200211,Derek,BNL17520,YES,0.59,367,1.43,31.46,30.91,31.82,401.4,400.2,30.03,30.89,66.07,399.1,399,99.05
20:23:38,20200211,Derek,BNL17520,YES,0.94,355,1.42,31.08,30.94,31.31,401.9,400.1,30.15,31.04,67.85,399.1,600,99.05
20:21:37,20200211,Derek,BNL17520,YES,1.18,348,1.41,30.74,30.96,30.84,402.3,400.1,30.26,31.2,69.53,399.1,799,99.06
20:19:28,20200211,Derek,BNL17520,YES,1.36,344,1.4,30.47,30.96,30.57,402.5,400,30.37,31.36,70.97,399.1,1001,99.06
20:17:27,20200211,Derek,BNL17520,YES,1.62,336,1.37,30.04,30.92,30.03,403,400.1,30.5,31.48,73.01,399.1,1200,99.07
20:15:07,20200211,Derek,BNL17520,YES,2.03,321,1.33,29.33,30.78,29.19,403.5,400.1,30.62,31.54,76.23,399.1,1400,99.07
20:12:59,20200211,Derek,BNL17520,YES,2.51,290,1.37,28.58,30.89,27.88,404.1,400,30.63,31.45,79.38,399.1,1701,99.07
19:49:02,20200211,Derek,BNL17520,YES,2.99,263,1.53,28.39,31.13,27.29,404.1,400.2,29.69,30.39,77.56,499.7,1799,99.11
20:06:35,20200211,Derek,BNL17520,YES,2.7,244,1.45,28.25,31.1,26.93,404.2,399.9,30.56,31.2,80.26,399.1,1799,99.08
20:08:44,20200211,Derek,BNL17520,YES,2.8,256,1.39,28.18,30.89,27.18,404.6,400.1,30.57,31.26,80.76,399.1,1800,99.08
20:10:58,20200211,Derek,BNL17520,YES,2.73,268,1.38,28.27,30.9,27.33,404.4,400,30.6,31.34,80.55,399.1,1800,99.07
20:47:31,20200211,Derek,BNL17520,YES,1.38,1160,1.6,27.63,31.2,25.52,401.7,399.6,30.03,29.96,79.86,399.1,1801,99.04
15:06:59,20200211,Lindsey,BNL17521,NO,-0.32,405.19,1.28,31.41,30.97,32.04,399.9,400.1,31.8,32.38,69.76,500.02,0,99.28
15:05:58,20200211,Lindsey,BNL17521,NO,-0.01,391.6,1.32,31.49,31.03,32.04,400.3,400.1,31.57,32.19,69.04,500.03,10,99.29
15:04:58,20200211,Lindsey,BNL17521,NO,0.42,374.56,1.3,31.46,30.98,32.04,400.8,400,31.55,32.17,69.12,500.01,20,99.29
15:03:57,20200211,Lindsey,BNL17521,NO,0.63,366.32,1.31,31.52,31.01,32.04,401.1,400.1,31.53,32.16,68.88,500.02,30,99.29
15:02:57,20200211,Lindsey,BNL17521,NO,1.07,350.59,1.31,31.55,31.01,32.07,401.6,400.1,31.5,32.16,68.76,500.01,50,99.29
15:01:56,20200211,Lindsey,BNL17521,NO,1.53,331.68,1.29,31.48,30.96,32.1,402.1,400,31.59,32.23,69.15,500.01,80,99.29
15:00:56,20200211,Lindsey,BNL17521,NO,1.78,323.49,1.31,31.5,31,32.12,402.4,400,31.56,32.22,69.05,500.01,125,99.29
14:59:55,20200211,Lindsey,BNL17521,NO,1.91,318.82,1.3,31.45,30.97,32.12,402.6,400,31.55,32.21,69.24,500.01,200,99.29
14:58:55,20200211,Lindsey,BNL17521,NO,2.01,311.33,1.31,31.47,31,32.11,402.7,400,31.51,32.15,69.03,500.01,300,99.3
14:57:54,20200211,Lindsey,BNL17521,NO,1.91,333.87,1.31,31.39,30.94,32.1,402.6,400,31.23,32.06,69.15,500.01,400,99.3
14:56:54,20200211,Lindsey,BNL17521,NO,1.98,319.57,1.33,31.39,31.01,32.11,402.7,400,31.32,32.02,69.07,500.03,600,99.3
14:55:53,20200211,Lindsey,BNL17521,NO,1.93,332.57,1.29,31.17,30.9,32.11,402.7,400,31.27,32.08,70.09,500.01,800,99.3
14:54:53,20200211,Lindsey,BNL17521,NO,2.01,323.61,1.33,31.18,31.01,32.08,402.7,400,31.25,32.01,69.9,500.01,1000,99.3
14:53:52,20200211,Lindsey,BNL17521,NO,1.94,333.44,1.29,31,30.91,32.04,402.7,400,31.34,32.17,70.94,500.01,1200,99.31
14:52:52,20200211,Lindsey,BNL17521,NO,1.99,323.59,1.33,31.03,31.02,32.01,402.7,400,31.3,32.06,70.57,500.01,1400,99.31
14:51:51,20200211,Lindsey,BNL17521,NO,1.96,342.22,1.3,30.75,30.9,31.98,402.7,400,31.02,32.01,71.61,500,1700,99.3
15:07:59,20200211,Lindsey,BNL17521,YES,1.84,462.13,1.29,31.03,31.37,32.06,402,400.1,34.03,33.39,73.5,500,1800,99.28
14:50:51,20200211,Lindsey,BNL17521,NO,1.96,333.32,1.32,30.73,31.02,31.95,402.7,400,31.24,32.1,71.88,500.02,2000,99.3
14:49:50,20200211,Lindsey,BNL17521,YES,1.99,292.45,1.28,30.75,31.01,31.92,402.6,400,31.98,32.48,72.66,500.01,2000,99.3
14:48:28,20200212,Bernie,BNL17533,NO,-0.8,424,1.55,33.23,31.1,34.13,399.3,400.1,29.27,30.12,58.46,400.3,-1,99.35
14:46:27,20200212,Bernie,BNL17533,NO,-0.09,393,1.54,33.18,31.06,34.13,400.1,399.9,29.14,30.03,58.46,400.3,11,99.35
14:44:26,20200212,Bernie,BNL17533,NO,0.32,378,1.55,33.21,31.09,34.12,401,400.1,29,30.01,58.32,400.3,20,99.35
14:42:25,20200212,Bernie,BNL17533,NO,0.67,368,1.57,33.3,31.17,34.11,401.7,400.2,28.84,30.01,58.04,400.3,31,99.35
14:40:24,20200212,Bernie,BNL17533,NO,1.48,350,1.55,33.31,31.09,34.28,402.8,400,28.68,30.06,58.09,400.2,50,99.35
14:38:23,20200212,Bernie,BNL17533,NO,2.41,335,1.52,33.28,31.05,34.28,404.3,400.1,28.58,30.19,58.44,400.2,80,99.35
14:36:22,20200212,Bernie,BNL17533,NO,3.31,323,1.51,33.25,31,34.28,405.6,399.9,28.48,30.27,58.69,400.2,119,99.35
14:34:11,20200212,Bernie,BNL17533,NO,4.05,315,1.47,33.02,30.88,34.05,406.8,399.9,28.4,30.3,59.51,400.2,200,99.35
14:32:10,20200212,Bernie,BNL17533,NO,4.28,315,1.47,32.9,30.88,33.98,407.3,400.1,28.34,30.33,59.98,400.3,300,99.35
14:29:56,20200212,Bernie,BNL17533,NO,4.34,318,1.47,32.73,30.92,33.7,407.5,400.1,28.27,30.37,60.63,400.3,401,99.35
14:27:55,20200212,Bernie,BNL17533,NO,4.42,320,1.47,32.43,30.94,33.31,407.5,400,28.23,30.43,61.79,400.3,600,99.35
14:25:54,20200212,Bernie,BNL17533,NO,4.57,321,1.45,32.11,30.85,33.18,407.7,399.9,28.2,30.47,62.99,400.2,801,99.35
14:23:53,20200212,Bernie,BNL17533,NO,4.58,323,1.45,31.66,30.91,32.38,407.8,399.9,28.24,30.6,64.91,400.2,1000,99.35
14:21:52,20200212,Bernie,BNL17533,NO,4.78,326,1.39,31.29,30.75,32.16,408.3,400.2,28.29,30.75,66.6,400.2,1201,99.34
14:19:39,20200212,Bernie,BNL17533,NO,4.68,329,1.4,30.71,30.84,31.22,408.2,400.1,28.35,30.88,69.14,400.2,1400,99.35
14:17:38,20200212,Bernie,BNL17533,NO,4.82,330,1.4,30.05,30.87,30.23,408.3,400,28.37,31.02,72.12,400.2,1699,99.34
14:15:37,20200212,Bernie,BNL17533,YES,5.04,329,1.4,29.69,30.89,29.57,408.7,400,28.35,31.07,73.74,400.2,1799,99.34
14:11:34,20200212,Bernie,BNL17533,YES,5.25,328,1.39,29.69,30.87,29.56,408.9,399.8,28.25,31.05,73.7,400.3,1800,99.34
14:13:35,20200212,Bernie,BNL17533,YES,5.13,329,1.39,29.68,30.88,29.57,408.9,400.1,28.32,31.07,73.76,400.2,1800,99.34
