record,time,date,SampleID,Remove,A,gsw,Ci,VPDleaf,Tair,Tleaf,CO2r,CO2s,H2Or,H2Os,RHs,flow,Qin,Patm
3,10:04:04,20230915,BNL23103,YES,6.47,79.3,274,2.06,32.07,34.51,428.52,419.92,32.533,34.459,71.78,500.1,1999,99.87
4,10:05:09,20230915,BNL23103,NO,6.58,73.6,261,2.27,32.08,35.23,428.74,419.99,32.613,34.589,72.02,500.1,2000,99.87
5,10:06:10,20230915,BNL23103,NO,6.6,76.8,268,2,32.07,34.33,428.73,420.02,32.676,34.488,71.84,500.1,1801,99.86
6,10:07:11,20230915,BNL23103,NO,6.47,75.1,268,1.87,32.06,33.88,428.48,420,32.717,34.38,71.66,500.1,1501,99.86
7,10:08:12,20230915,BNL23103,NO,6.41,72.5,265,1.77,32.05,33.5,428.35,420,32.768,34.286,71.51,500.1,1251,99.86
8,10:09:13,20230915,BNL23103,NO,6.13,69.5,266,1.68,32.04,33.15,427.88,419.93,32.835,34.215,71.39,500.1,1001,99.86
9,10:10:14,20230915,BNL23103,NO,5.88,67,268,1.58,32.02,32.78,427.49,419.89,32.878,34.132,71.32,500.1,751,99.86
10,10:11:15,20230915,BNL23103,NO,5.49,64.3,272,1.51,32.01,32.49,427.06,419.98,32.901,34.05,71.18,500.1,601,99.86
11,10:12:16,20230915,BNL23103,NO,5.27,61.5,272,1.45,31.99,32.27,426.85,420.06,32.916,33.976,71.11,500,499,99.86
12,10:13:17,20230915,BNL23103,NO,4.81,58.9,279,1.4,31.97,32.03,426.4,420.2,32.922,33.899,71.03,500.1,374,99.86
13,10:14:18,20230915,BNL23103,NO,4.04,55.8,294,1.34,31.95,31.8,425,419.76,32.923,33.813,70.93,500.1,249,99.86
14,10:15:20,20230915,BNL23103,NO,3.32,53.1,310,1.31,31.92,31.64,424.15,419.81,32.923,33.748,70.88,500.1,180,99.86
15,10:16:21,20230915,BNL23103,NO,2.29,49.7,337,1.29,31.92,31.55,423.08,420,32.928,33.69,70.78,500,125,99.86
16,10:17:22,20230915,BNL23103,NO,1.91,47.1,346,1.29,31.92,31.52,422.59,419.99,32.926,33.647,70.69,500.1,99,99.86
17,10:18:23,20230915,BNL23103,NO,1.33,42.9,362,1.27,31.91,31.46,422.01,420.14,32.961,33.613,70.67,500.1,74,99.86
18,10:19:24,20230915,BNL23103,NO,1.04,39.6,369,1.27,31.9,31.43,421.57,420.06,32.99,33.588,70.65,500.1,61,99.86
19,10:20:25,20230915,BNL23103,NO,0.69,37.4,382,1.27,31.9,31.42,421.03,419.96,33.017,33.582,70.64,500,50,99.86
20,10:21:26,20230915,BNL23103,NO,0.131,34,405,1.27,31.9,31.41,420.18,419.79,33.062,33.577,70.62,500,31,99.86
21,10:22:27,20230915,BNL23103,NO,-0.15,32,419,1.26,31.89,31.38,419.91,419.88,33.1,33.58,70.64,500.1,21,99.86
22,10:23:28,20230915,BNL23103,NO,-1.05,29.3,469,1.23,31.9,31.27,418.96,420.03,33.157,33.587,70.65,500.1,1,99.86
23,10:25:12,20230915,BNL23103,YES,3.08,28,231,2.08,31.99,34.42,423.8,419.79,33.249,33.95,71.03,500.1,1999,99.86
1,11:50:55,20230915,BNL23104,YES,0.362,3.02,226,2.98,32.39,37.29,435.13,434.64,34.26,34.37,70.23,500.1,1999,99.75
2,13:00:11,20230915,BNL23104,YES,4.89,44.5,226,2.92,32.47,37.33,426.38,419.83,33.505,35.073,71.26,500.1,2000,99.62
3,13:01:12,20230915,BNL23104,YES,4.88,44.4,226,2.93,32.46,37.35,426.69,420.15,33.529,35.097,71.32,500,2001,99.62
4,13:02:13,20230915,BNL23104,NO,4.92,44.4,225,2.91,32.46,37.31,426.74,420.16,33.548,35.106,71.36,500.1,2001,99.62
5,13:03:14,20230915,BNL23104,NO,5.02,44.5,222,2.78,32.45,36.92,426.69,420.02,33.579,35.069,71.31,500.1,1801,99.61
6,13:04:15,20230915,BNL23104,NO,5.07,45.3,225,2.56,32.44,36.25,426.9,420.2,33.622,35.018,71.27,500.1,1501,99.61
7,13:05:16,20230915,BNL23104,NO,5.03,45.6,228,2.39,32.42,35.7,426.45,419.85,33.663,34.97,71.25,500,1251,99.61
8,13:06:17,20230915,BNL23104,NO,5.05,46.7,232,2.19,32.4,35.07,426.56,419.96,33.685,34.912,71.2,500.1,1001,99.61
9,13:07:18,20230915,BNL23104,NO,5.01,48.2,240,2.01,32.38,34.48,426.46,419.95,33.72,34.883,71.21,500.1,751,99.61
10,13:08:19,20230915,BNL23104,NO,4.81,48.8,249,1.89,32.36,34.07,426.1,419.86,33.74,34.843,71.23,500.1,601,99.6
11,13:09:20,20230915,BNL23104,NO,4.86,49,249,1.81,32.33,33.77,426.21,419.91,33.738,34.799,71.22,500.1,500,99.6
12,13:10:21,20230915,BNL23104,NO,4.45,48.1,260,1.74,32.32,33.53,425.64,419.86,33.733,34.735,71.15,500.1,375,99.6
13,13:11:22,20230915,BNL23104,NO,3.71,47.7,284,1.66,32.31,33.22,424.87,420.01,33.719,34.667,71.06,500.1,249,99.6
14,13:12:23,20230915,BNL23104,NO,2.91,46.7,309,1.61,32.3,33.03,424.04,420.16,33.705,34.605,70.98,500.1,180,99.6
15,13:13:24,20230915,BNL23104,NO,2.01,44,336,1.58,32.28,32.88,422.78,420.01,33.696,34.527,70.88,500,125,99.6
16,13:14:25,20230915,BNL23104,NO,1.53,40.8,349,1.57,32.27,32.81,422.13,419.95,33.68,34.446,70.74,500.1,101,99.59
17,13:15:26,20230915,BNL23104,NO,0.86,37.3,372,1.56,32.27,32.75,421.36,420.03,33.668,34.366,70.59,500.1,74,99.59
18,13:16:27,20230915,BNL23104,NO,0.368,33.4,392,1.56,32.26,32.71,420.72,420.01,33.65,34.274,70.44,500.1,61,99.59
19,13:17:28,20230915,BNL23104,NO,-0.00145,29.9,409,1.55,32.25,32.65,420.31,420.06,33.606,34.164,70.25,500.1,49,99.59
20,13:18:29,20230915,BNL23104,NO,-0.501,26.5,439,1.55,32.24,32.59,419.58,419.97,33.565,34.058,70.07,500.1,30,99.59
21,13:19:30,20230915,BNL23104,NO,-0.971,23.2,476,1.55,32.23,32.56,418.92,419.89,33.524,33.957,69.89,500.1,20,99.59
22,13:20:31,20230915,BNL23104,NO,-1.78,20.9,545,1.53,32.23,32.47,418.21,420.17,33.473,33.858,69.71,500.1,1,99.58
23,13:22:33,20230915,BNL23104,YES,1.76,14.7,212,2.89,32.33,36.88,422.35,420.01,33.396,33.912,69.4,500,1999,99.58
1,08:20:02,20230919,BNL23112,YES,4.8,135,345,1.46,26.43,27.46,419.85,413.13,19.94,22.206,64.35,499.7,1798,99.97
2,09:18:56,20230919,BNL23112,YES,9.25,239,345,1.36,30.38,31.33,432.64,419.96,28.752,32.376,74.35,499.7,2000,100
3,09:19:57,20230919,BNL23112,YES,9.32,242,345,1.36,30.42,31.38,432.66,419.89,28.885,32.542,74.59,499.7,1999,100
4,09:20:58,20230919,BNL23112,NO,9.33,244,345,1.35,30.44,31.43,432.64,419.84,29.015,32.688,74.83,499.7,2000,100
5,09:21:59,20230919,BNL23112,NO,9.25,240,345,1.32,30.44,31.31,432.61,419.96,29.138,32.675,74.79,499.7,1801,100
6,09:23:00,20230919,BNL23112,NO,9.03,232,345,1.28,30.44,31.08,432.41,420.14,29.257,32.558,74.54,499.7,1501,100
7,09:24:01,20230919,BNL23112,NO,8.81,224,345,1.24,30.44,30.9,432.07,420.14,29.382,32.481,74.37,499.7,1250,100
8,09:25:02,20230919,BNL23112,NO,8.53,216,345,1.19,30.43,30.68,431.33,419.84,29.507,32.398,74.22,499.7,1001,100
9,09:26:03,20230919,BNL23112,NO,8.14,209,346,1.15,30.42,30.48,430.83,419.89,29.625,32.319,74.07,499.7,750,100
10,09:27:04,20230919,BNL23112,NO,7.81,202,347,1.12,30.4,30.35,430.47,419.98,29.746,32.29,74.07,499.7,600,100
11,09:28:05,20230919,BNL23112,NO,7.38,198,350,1.09,30.39,30.23,429.95,420.04,29.863,32.291,74.15,499.7,501,100
12,09:29:06,20230919,BNL23112,NO,6.66,192,354,1.06,30.37,30.12,428.92,419.92,29.987,32.29,74.19,499.7,375,100
13,09:30:07,20230919,BNL23112,NO,5.34,188,365,1.03,30.37,30.02,427.22,419.85,30.099,32.299,74.24,499.7,250,100
14,09:31:08,20230919,BNL23112,NO,4.22,184,375,1.01,30.35,29.92,426.08,420.1,30.201,32.309,74.34,499.7,180,100
15,09:32:09,20230919,BNL23112,NO,3.03,180,385,0.99,30.32,29.84,424.38,419.87,30.303,32.32,74.5,499.7,125,100
16,09:33:10,20230919,BNL23112,NO,2.31,178,392,0.972,30.3,29.79,423.74,420.11,30.4,32.364,74.67,499.7,100,100
17,09:34:11,20230919,BNL23112,NO,1.59,176,398,0.958,30.29,29.75,422.75,420.01,30.481,32.394,74.8,499.7,75,100
18,09:35:12,20230919,BNL23112,NO,1.1,173,403,0.949,30.28,29.72,422.21,420.08,30.559,32.428,74.91,499.7,60,100
19,09:36:13,20230919,BNL23112,NO,0.759,172,406,0.944,30.29,29.72,421.92,420.21,30.636,32.482,75.01,499.7,49,100
20,09:37:14,20230919,BNL23112,NO,0.19,170,412,0.935,30.28,29.7,421.03,420.01,30.704,32.518,75.12,499.7,31,100
21,09:38:15,20230919,BNL23112,NO,-0.262,170,416,0.927,30.28,29.69,420.35,419.88,30.77,32.562,75.24,499.7,21,100
22,09:39:16,20230919,BNL23112,NO,-1.09,169,425,0.916,30.28,29.65,419.6,420.15,30.831,32.59,75.3,499.7,2,100
23,09:40:32,20230919,BNL23112,YES,7.33,230,357,1.19,30.38,31.31,429.04,418.91,30.896,33.968,78.02,499.7,1999,100
1,10:36:56,20230919,BNL23115,YES,5.68,75.7,281,1.62,31.71,33.51,420.97,413.53,34.408,35.851,76.31,499.7,1999,99.96
2,11:23:47,20230919,BNL23115,YES,15.1,232,300,1.55,33.39,34.46,439.73,419.88,35.365,39.393,76.21,499.7,2000,99.9
3,11:24:48,20230919,BNL23115,YES,15,233,300,1.54,33.39,34.45,439.73,419.91,35.387,39.416,76.24,499.7,2000,99.89
4,11:25:49,20230919,BNL23115,NO,15.1,234,300,1.54,33.41,34.48,439.9,419.98,35.424,39.474,76.29,499.7,1999,99.89
5,11:26:50,20230919,BNL23115,NO,14.9,231,301,1.51,33.41,34.33,439.77,420.15,35.437,39.354,76.03,499.7,1801,99.89
6,11:27:51,20230919,BNL23115,NO,14.5,223,300,1.46,33.39,34.05,439.08,420.07,35.433,39.074,75.57,499.7,1501,99.89
7,11:28:52,20230919,BNL23115,NO,14.2,215,299,1.4,33.36,33.78,438.6,420.09,35.424,38.812,75.19,499.7,1251,99.88
8,11:29:53,20230919,BNL23115,NO,13.6,205,299,1.35,33.33,33.51,437.7,419.99,35.412,38.539,74.78,499.7,999,99.88
9,11:30:55,20230919,BNL23115,NO,12.7,196,302,1.29,33.29,33.22,436.38,419.86,35.402,38.273,74.42,499.7,750,99.87
10,11:31:56,20230919,BNL23115,NO,11.9,188,305,1.25,33.26,33.02,435.49,420.03,35.398,38.073,74.19,499.7,601,99.87
11,11:32:57,20230919,BNL23115,NO,11,183,311,1.23,33.23,32.88,434.43,420.07,35.403,37.954,74.06,499.7,501,99.87
12,11:33:58,20230919,BNL23115,NO,9.54,176,321,1.2,33.2,32.73,432.46,419.96,35.404,37.806,73.89,499.7,376,99.87
13,11:34:59,20230919,BNL23115,NO,7.28,167,340,1.17,33.17,32.56,429.9,420.19,35.419,37.649,73.7,499.6,251,99.86
14,11:36:00,20230919,BNL23115,NO,5.53,159,354,1.15,33.15,32.45,427.58,420.02,35.438,37.539,73.6,499.7,180,99.86
15,11:37:01,20230919,BNL23115,NO,3.9,152,370,1.14,33.12,32.38,425.58,420.02,35.46,37.449,73.51,499.7,126,99.86
16,11:38:02,20230919,BNL23115,NO,3.13,146,377,1.13,33.11,32.32,424.52,419.93,35.489,37.385,73.45,499.7,101,99.86
17,11:39:03,20230919,BNL23115,NO,2.2,140,386,1.12,33.09,32.28,423.51,420.08,35.511,37.322,73.39,499.7,76,99.85
18,11:40:04,20230919,BNL23115,NO,1.69,134,392,1.12,33.07,32.24,422.87,420.09,35.511,37.25,73.32,499.7,61,99.85
19,11:41:05,20230919,BNL23115,NO,1.25,130,396,1.12,33.07,32.23,422.09,419.85,35.516,37.202,73.24,499.7,50,99.85
20,11:42:06,20230919,BNL23115,NO,0.366,126,407,1.13,33.07,32.22,421.22,420.07,35.516,37.154,73.15,499.7,30,99.85
21,11:43:07,20230919,BNL23115,NO,-0.192,122,415,1.13,33.08,32.24,420.41,419.94,35.502,37.108,73.02,499.7,20,99.84
22,11:44:08,20230919,BNL23115,NO,-1.17,119,429,1.13,33.07,32.2,419.44,420.17,35.462,37.026,72.88,499.7,1,99.84
23,11:45:25,20230919,BNL23115,YES,10.5,157,298,1.55,33.17,34.08,432.4,418.58,35.404,38.213,74.81,499.7,1999,99.83
1,08:26:55,20230919,BNL23113,YES,2.3,24.6,260,1.62,26.65,30.2,422.97,420,26.499,26.978,76.81,500.1,1800,99.79
2,08:55:42,20230919,BNL23113,YES,3.71,37.5,248,2.08,29.96,33.38,424.89,420.04,29.95,30.883,72.54,500.1,1999,99.84
3,08:56:43,20230919,BNL23113,YES,3.69,35.9,242,2.11,29.99,33.51,424.87,420.04,30.034,30.943,72.57,500.1,2000,99.84
4,08:57:44,20230919,BNL23113,NO,3.7,34.9,237,2.12,30.01,33.57,424.89,420.07,30.13,31.017,72.65,500,1999,99.84
5,08:58:45,20230919,BNL23113,NO,3.58,33.3,235,2.03,30.01,33.26,424.83,420.18,30.215,31.026,72.65,500.1,1801,99.84
6,08:59:46,20230919,BNL23113,NO,3.57,32.5,232,1.86,30.01,32.65,424.74,420.14,30.293,31.017,72.66,500,1501,99.85
7,09:00:47,20230919,BNL23113,NO,3.55,31.9,231,1.72,30,32.17,424.72,420.18,30.382,31.04,72.73,500,1250,99.84
8,09:01:48,20230919,BNL23113,NO,3.77,32.3,223,1.57,29.99,31.62,424.7,419.91,30.452,31.061,72.85,500,999,99.84
9,09:02:49,20230919,BNL23113,NO,3.75,32.3,225,1.43,29.97,31.08,424.63,419.89,30.529,31.081,72.96,500.1,751,99.84
10,09:03:50,20230919,BNL23113,NO,3.65,33.4,236,1.34,29.96,30.74,424.47,419.86,30.603,31.136,73.14,500,600,99.85
11,09:04:51,20230919,BNL23113,NO,3.82,34.7,235,1.27,29.95,30.5,424.74,419.92,30.685,31.21,73.35,500,499,99.85
12,09:05:52,20230919,BNL23113,NO,3.9,35.4,235,1.19,29.94,30.19,424.75,419.85,30.762,31.264,73.54,500,375,99.85
13,09:06:53,20230919,BNL23113,NO,3.42,36.7,263,1.1,29.92,29.88,424.32,420,30.847,31.33,73.74,500.1,249,99.85
14,09:07:54,20230919,BNL23113,NO,3.24,36.6,271,1.06,29.92,29.73,423.84,419.76,30.93,31.393,73.93,500,179,99.85
15,09:08:55,20230919,BNL23113,NO,2.78,37.3,293,1.02,29.9,29.58,423.44,419.9,31.008,31.46,74.14,500,124,99.85
16,09:09:56,20230919,BNL23113,NO,2.27,38.2,318,1,29.9,29.56,423.07,420.15,31.092,31.549,74.37,500,100,99.85
17,09:10:57,20230919,BNL23113,NO,1.91,38.8,334,0.973,29.9,29.46,422.49,420,31.164,31.613,74.53,500,75,99.85
18,09:11:58,20230919,BNL23113,NO,1.41,35.8,350,0.962,29.9,29.44,421.83,419.96,31.265,31.676,74.66,500,60,99.85
19,09:12:59,20230919,BNL23113,NO,1.34,33.8,350,0.952,29.9,29.42,421.9,420.13,31.357,31.742,74.81,500.1,49,99.85
20,09:14:00,20230919,BNL23113,NO,0.728,31.6,377,0.946,29.91,29.43,421.09,420.06,31.457,31.814,74.96,500,30,99.85
21,09:15:01,20230919,BNL23113,NO,0.443,28.9,389,0.935,29.91,29.41,420.77,420.1,31.565,31.887,75.13,500,21,99.85
22,09:16:02,20230919,BNL23113,NO,-0.396,26.7,438,0.906,29.91,29.32,419.7,420.05,31.68,31.969,75.3,500,1,99.86
23,09:17:09,20230919,BNL23113,YES,2.59,29,265,1.71,30,32.63,423.22,419.84,31.8,32.396,75.94,500.1,1998,99.86
1,10:15:21,20230919,BNL23114,YES,4.82,77.6,307,1.82,30.42,34.71,426.53,420.02,35.785,37.452,85.68,500.1,2000,99.83
2,11:19:00,20230919,BNL23114,YES,7.38,106,291,2.33,33.96,37.12,430.12,420,37.348,40.242,75.3,500.1,2000,99.76
3,11:20:01,20230919,BNL23114,YES,7.25,106,293,2.33,33.98,37.14,430.26,420.29,37.39,40.294,75.33,500.1,2000,99.76
4,11:21:02,20230919,BNL23114,NO,7.29,105,292,2.36,33.99,37.22,429.86,419.84,37.422,40.34,75.35,500.1,1999,99.76
5,11:22:03,20230919,BNL23114,NO,7.27,106,293,2.23,33.99,36.82,429.71,419.77,37.444,40.213,75.13,500.1,1801,99.75
6,11:23:05,20230919,BNL23114,NO,7.35,104,291,2.06,33.98,36.24,430.02,420.11,37.472,39.979,74.74,500.1,1501,99.75
7,11:24:06,20230919,BNL23114,NO,7.23,102,292,1.9,33.95,35.69,429.56,419.88,37.487,39.77,74.45,500,1251,99.74
8,11:25:07,20230919,BNL23114,NO,7.19,100,291,1.74,33.93,35.12,429.47,419.95,37.511,39.558,74.13,500.1,1001,99.74
9,11:26:08,20230919,BNL23114,NO,6.97,98.2,294,1.58,33.9,34.52,429.08,419.92,37.513,39.328,73.84,500.1,750,99.74
10,11:27:09,20230919,BNL23114,NO,6.63,96.4,298,1.48,33.88,34.15,428.82,420.13,37.536,39.204,73.69,500.1,600,99.74
11,11:28:10,20230919,BNL23114,NO,6.43,95.2,300,1.4,33.86,33.87,428.55,420.14,37.541,39.11,73.58,500,499,99.73
12,11:29:11,20230919,BNL23114,NO,5.88,92.6,307,1.32,33.84,33.55,427.6,419.91,37.55,38.984,73.44,500.1,375,99.73
13,11:30:12,20230919,BNL23114,NO,4.59,90.7,329,1.23,33.8,33.2,426.19,420.11,37.545,38.859,73.33,500.1,249,99.73
14,11:31:13,20230919,BNL23114,NO,3.58,88,346,1.18,33.78,32.99,424.98,420.15,37.55,38.772,73.26,500.1,179,99.73
15,11:32:14,20230919,BNL23114,NO,2.53,85.6,364,1.14,33.76,32.83,423.56,420.01,37.542,38.694,73.18,500,125,99.72
16,11:33:16,20230919,BNL23114,NO,2.02,84.3,373,1.12,33.75,32.73,422.89,419.98,37.541,38.652,73.15,500.1,100,99.72
17,11:34:18,20230919,BNL23114,NO,1.36,81.9,385,1.1,33.74,32.64,422,419.91,37.513,38.576,73.07,500,74,99.72
18,11:35:19,20230919,BNL23114,NO,0.944,80.5,393,1.1,33.73,32.59,421.54,419.95,37.486,38.523,72.99,500,61,99.72
19,11:36:20,20230919,BNL23114,NO,0.751,79.4,397,1.09,33.72,32.55,421.34,419.99,37.453,38.472,72.91,500.1,49,99.71
20,11:37:21,20230919,BNL23114,NO,0.000573,77.9,413,1.08,33.73,32.51,420.62,420.18,37.427,38.421,72.81,500.1,30,99.71
21,11:38:22,20230919,BNL23114,NO,-0.322,76.6,419,1.08,33.72,32.5,420.06,420.02,37.407,38.385,72.76,500.1,20,99.71
22,11:39:23,20230919,BNL23114,NO,-1.07,77.2,435,1.05,33.72,32.36,419.35,420.21,37.387,38.343,72.67,500.1,1,99.7
23,11:40:49,20230919,BNL23114,YES,4.52,88.2,322,2.17,33.81,36.45,426.57,420.16,37.377,39.632,74.74,500.1,1999,99.7
1,08:13:22,20230920,BNL23118,YES,5.14,138,348,1.49,28.23,30.31,426.79,419.59,26.162,28.548,74.14,500.1,1799,99.71
2,10:21:01,20230920,BNL23118,YES,10.3,132,280,1.84,32.13,34.89,433.43,419.88,34.954,37.778,78.41,500.1,2000,99.85
3,10:22:02,20230920,BNL23118,YES,10.3,132,280,1.83,32.13,34.85,433.59,420.02,35.01,37.815,78.48,500.1,2000,99.85
4,10:23:03,20230920,BNL23118,NO,10.2,130,279,1.84,32.14,34.9,433.45,419.97,35.074,37.848,78.54,500.1,2000,99.85
5,10:24:04,20230920,BNL23118,NO,10.1,129,279,1.76,32.14,34.61,433.39,420.14,35.138,37.759,78.34,500.1,1801,99.85
6,10:25:05,20230920,BNL23118,NO,10,125,277,1.64,32.12,34.15,433.12,420.04,35.178,37.553,77.99,500,1500,99.85
7,10:26:06,20230920,BNL23118,NO,9.52,121,280,1.53,32.11,33.74,432.47,420.1,35.23,37.38,77.69,500.1,1250,99.85
8,10:27:07,20230920,BNL23118,NO,9.38,115,276,1.44,32.09,33.34,432.29,420.2,35.279,37.195,77.38,500.1,1001,99.85
9,10:28:08,20230920,BNL23118,NO,8.96,109,277,1.33,32.06,32.91,431.62,420.13,35.316,37.009,77.1,500.1,750,99.84
10,10:29:09,20230920,BNL23118,NO,8.36,104,280,1.26,32.04,32.61,430.78,420.08,35.34,36.874,76.94,500.1,601,99.84
11,10:30:10,20230920,BNL23118,NO,7.84,98.9,282,1.21,32,32.37,430.14,420.12,35.35,36.747,76.83,500.1,500,99.84
12,10:31:12,20230920,BNL23118,NO,7.11,94.3,289,1.15,31.98,32.12,428.89,419.8,35.379,36.646,76.71,500.1,375,99.84
13,10:32:13,20230920,BNL23118,NO,5.75,89.8,308,1.09,31.96,31.88,427.54,420.14,35.421,36.569,76.63,500.1,250,99.84
14,10:33:14,20230920,BNL23118,NO,4.96,87.6,321,1.04,31.95,31.67,426.47,420.05,35.449,36.517,76.59,500.1,179,99.84
15,10:34:15,20230920,BNL23118,NO,4.17,84.1,332,1.02,31.94,31.6,425.61,420.16,35.488,36.498,76.56,500.1,124,99.84
16,10:35:16,20230920,BNL23118,NO,3.59,81.5,342,1.01,31.94,31.56,424.89,420.17,35.538,36.507,76.59,500.1,100,99.83
17,10:36:17,20230920,BNL23118,NO,3.06,79.7,351,0.997,31.93,31.5,424.08,420.01,35.569,36.503,76.62,500,74,99.83
18,10:37:18,20230920,BNL23118,NO,2.66,77.2,357,0.983,31.92,31.44,423.39,419.81,35.594,36.487,76.64,500.1,60,99.83
19,10:38:19,20230920,BNL23118,NO,2.38,75.5,362,0.973,31.91,31.39,423.4,420.16,35.588,36.452,76.62,500,50,99.83
20,10:39:20,20230920,BNL23118,NO,1.97,72.5,369,0.965,31.9,31.35,422.64,419.92,35.592,36.417,76.57,500.1,31,99.83
21,10:40:21,20230920,BNL23118,NO,1.56,72.2,378,0.96,31.89,31.3,422.38,420.15,35.549,36.366,76.49,500,21,99.83
22,10:41:22,20230920,BNL23118,NO,0.801,71,395,0.941,31.89,31.21,421.33,420.03,35.53,36.317,76.41,500,0,99.83
23,10:43:01,20230920,BNL23118,YES,6.19,60,248,1.83,31.99,34.57,434.81,426.8,35.579,36.887,77.15,500.1,1999,99.83
1,14:54:33,20230921,BNL23037,YES,11.2,108,240,1.47,32.05,33.76,434.21,419.92,36.398,38.251,79.42,499.6,1801,99.45
2,14:57:26,20230921,BNL23037,YES,11.2,108,241,1.47,32.02,33.81,434.11,419.87,36.51,38.373,79.82,499.7,1999,99.44
3,14:58:28,20230921,BNL23037,YES,11.1,109,243,1.47,32.02,33.82,434.1,419.97,36.499,38.379,79.82,499.7,1999,99.44
4,14:59:29,20230921,BNL23037,NO,11.1,109,244,1.49,32.03,33.86,434.16,420,36.467,38.371,79.75,499.7,1999,99.43
5,15:00:30,20230921,BNL23037,NO,11,107,243,1.45,32.03,33.71,434.11,420.1,36.409,38.239,79.47,499.7,1801,99.43
6,15:01:31,20230921,BNL23037,NO,10.8,102,238,1.39,32.01,33.42,433.78,420.07,36.345,38.017,79.11,499.7,1501,99.42
7,15:02:32,20230921,BNL23037,NO,10.6,97.4,234,1.34,31.98,33.18,433.35,420,36.282,37.821,78.84,499.6,1251,99.42
8,15:03:33,20230921,BNL23037,NO,10.2,92.5,232,1.29,31.96,32.93,432.72,419.87,36.217,37.624,78.51,499.7,1000,99.42
9,15:04:34,20230921,BNL23037,NO,9.68,87.7,232,1.24,31.94,32.68,432.23,420.05,36.157,37.44,78.22,499.7,751,99.42
10,15:05:35,20230921,BNL23037,NO,9.09,83.7,235,1.2,31.9,32.49,431.28,419.85,36.091,37.279,78.06,499.7,599,99.42
11,15:06:36,20230921,BNL23037,NO,8.56,80.7,240,1.18,31.88,32.36,430.8,420.03,36.033,37.158,77.9,499.7,500,99.42
12,15:07:37,20230921,BNL23037,NO,7.56,76.8,253,1.16,31.87,32.25,429.61,420.08,35.998,37.051,77.71,499.7,375,99.42
13,15:08:38,20230921,BNL23037,NO,5.83,72.3,282,1.13,31.84,32.1,427.56,420.14,35.957,36.926,77.58,499.7,249,99.42
14,15:09:39,20230921,BNL23037,NO,4.41,66.6,305,1.1,31.8,31.96,425.74,420.06,35.939,36.812,77.52,499.7,179,99.42
15,15:10:40,20230921,BNL23037,NO,2.94,61.1,335,1.09,31.77,31.87,423.84,419.97,35.921,36.714,77.43,499.6,125,99.42
16,15:11:41,20230921,BNL23037,NO,2.24,55.2,347,1.08,31.74,31.8,422.88,419.87,35.898,36.611,77.34,499.7,100,99.41
17,15:12:42,20230921,BNL23037,NO,1.26,48.7,371,1.07,31.72,31.74,421.82,420.04,35.891,36.515,77.25,499.7,75,99.41
18,15:13:43,20230921,BNL23037,NO,0.683,42.9,387,1.08,31.71,31.71,421,419.94,35.87,36.423,77.1,499.6,60,99.41
19,15:14:44,20230921,BNL23037,NO,0.184,38.4,405,1.09,31.71,31.72,420.53,420.09,35.846,36.345,76.93,499.7,49,99.41
20,15:15:45,20230921,BNL23037,NO,-0.72,33.5,447,1.09,31.69,31.69,419.34,420.02,35.814,36.251,76.79,499.7,29,99.41
21,15:16:46,20230921,BNL23037,NO,-1.26,28.8,482,1.09,31.67,31.65,418.68,420.02,35.767,36.143,76.65,499.7,19,99.41
22,15:17:47,20230921,BNL23037,NO,-2.5,25.8,567,1.08,31.67,31.6,417.56,420.41,35.707,36.044,76.46,499.7,3,99.41
23,15:19:01,20230921,BNL23037,YES,2.71,31.5,271,1.58,31.76,33.44,423.1,419.58,35.637,36.235,76.46,499.7,1999,99.41
1,08:45:22,20230921,BNL23122,YES,9.01,96.8,257,1.65,29.68,31.09,431.44,419.82,27.032,28.898,69.02,500,1800,99.94
2,09:02:13,20230921,BNL23122,YES,8.9,89.1,246,1.85,29.68,32.16,431.78,420.27,27.758,29.695,70.97,500.1,1999,99.96
3,09:03:14,20230921,BNL23122,YES,8.99,88.5,243,1.86,29.68,32.18,431.72,420.1,27.767,29.699,70.98,500,2000,99.95
4,09:04:15,20230921,BNL23122,NO,8.96,88.1,243,1.86,29.68,32.18,431.65,420.06,27.748,29.671,70.92,500,2000,99.96
5,09:05:16,20230921,BNL23122,NO,8.73,86.4,244,1.78,29.67,31.83,431.32,420.06,27.732,29.537,70.63,500.1,1801,99.96
6,09:06:17,20230921,BNL23122,NO,8.7,84.8,242,1.63,29.64,31.2,430.94,419.8,27.701,29.329,70.24,500.1,1500,99.96
7,09:07:18,20230921,BNL23122,NO,8.52,83.3,244,1.51,29.62,30.66,430.94,420.09,27.667,29.146,69.91,500.1,1251,99.96
8,09:08:19,20230921,BNL23122,NO,8.24,80.9,246,1.39,29.6,30.12,430.52,420.06,27.643,28.968,69.54,500,1000,99.96
9,09:09:20,20230921,BNL23122,NO,7.83,79.4,251,1.28,29.58,29.57,429.94,420.02,27.585,28.778,69.18,500.1,751,99.96
10,09:10:21,20230921,BNL23122,NO,7.51,76.6,253,1.2,29.55,29.15,429.39,419.92,27.543,28.621,68.93,500.1,600,99.97
11,09:11:22,20230921,BNL23122,NO,7.13,75,258,1.14,29.53,28.88,429.02,420.02,27.522,28.53,68.8,500,499,99.97
